id,prompt_id,text,generated
e0dbb2e7,0,"Cars, they make life so much easier, or, do they make them deadlier? The amount of green house gasses has increased dramaticly over the past years, due to the gasses emitted through the tallpipes of cars. However, there has been ways that people are trying to lower these gasses. People around the world are reducing the use of cars for a more cleaner form of transportation. In Vauban, Germany residents in this community ""have given up their cars""1. Also in Paris where they ""enforce a partial driving ban to clear the air""10. While in Bogota, Colombia they have a car free day to ""promote alternative transportation and reduce smog""20. These cities are pioneers in the way of a cleaner form of travel.

The first step is to just have a day without cars, like a new holiday. In Bogota, thats just what they have. On this day ""millions of Colombians hiked, biked, skated or took buses to work""20, and those who didn't were fined. This reduces not only smog but the stress of driving and the business of traffic jams. On one of these carfree days, even though it was raining the spirits of the people didn't dampen. Enrique rivera, the mayor of Asuncin, Paraguay, said ""these people are generating a revolutionary change and that it is crossing borders""26, when he visited Bogota. As a result of these days ""parks and sports centers have bloomed throughout the city uneven, pitted sidewalks have been replaced by broad, smooth sidewalks rushhour restrictions have dramatically cut traffic and new restraints and upscale shopping districts have cropped up""28.

Another way that the carfree idea is shaking up is in Paris, France. On a Monday ""motorists with evennumbered license plates were ordered to leave their cars at home""11, if they didnt they would recieve a 22euro fine. There smog riviled Beijing, ""known as one of the most polluted cities in the world""14. however, after only one day, ""the smog cleared enough on Monday that the ruling French party rescinded the ban for oddnumbered plates on Tuesday""19.

The biggest leap, however, would be a town with no cars. Vauban, Germany is a community where ""street parking, driveways and home garages are generally forbidden""2. The streets are filled with ""the swish of bicyles and the chatter of wandering children""3 instead of motors and horns. This expirimental town has sparked a new way of life a cleaner, safer way of life.

We have gone on thousands of years without cars, and after they were introduced they polluted the air and caused us stress. So if we could go on without them before, then why can't we now. As demostraighted by Paris, Bogota and Vauban life isn't that bad without a wheel to sit behind.",0
3d75a33b,0,"Now a days you see everyone with cars driving to places instead of walking. There are some small towns that cars are not needed because everything is so close but other cities everyone has to drive because everything is very distant from one another. Cars are needed on a daily basis to get to school, or to get to their job but walking or even biking would be a great idea because you would not be poluting the environment there would be less traffic jams and it would reduce the greenhouse gas. Limiting car usage would be a great idea and it would make peoples life a lot better and healthier because instead of driving they would walk to take a bike.

Polution is a big problem especially in big cities because everyone is driving and the smoke the cars leave makes our environment gross. Polution is not only because of the smoke the cars produce, it can also be when someone throws plastic into the oceans and poluting the waters or having trash in parks without recycling. I think we should reenforce the recycling systems because many people dont know the benefits to that and how better our community and even world could be. When your are driving a car and especially in big cities like New York you need a car everywhere or just take the taxi. But just taking the taxi it wont reduce the probablity of polluting the air, it will still have the same effect as if you were driving your own car. If people would just walk or bike to their job or to their school poluting the air would not be a problem just like stated in source 2. In source 2 it talks about how in Paris they would fine the people up to 31 dollars.

There would also be less traffic jams due to the limiting of car usage just like stated in Source 3. In source 3 it talks about how in Bogota, Colombia there is a program that the colombians would ride their bike skate or take the bus and there would be less traffic jams. That is a very good idea because no one likes to be stuck in traffic especially if your in a hurry to get to work or even school. Traffic jams occur because of so many cars on the road. There is a thing called Rush hour and that is when everyone is leaving their work or school and they are going home and that is when everyone is on the road and thats when their is the most traffic. But it would be much easier if you would just bike or walk or take a bus and tried to avoid all of those traffic jams. The program that Bogota, Colombia has created is something that should be done nationwide because it would help so many other countries. Thanks to that programm people would go to the park and do sports and take walks.

Source A talks about the Greenhouse gas and how in Vauban,Germany soccer moms gave up their cars and how the streets were "" Car Free"". That led to having 70 percent of the families in Vauban to not having cars and 57 percent of the people that moved to Vauban to sell their cars. According to this source a person said they are much happier not owning or having a car because when Heidrun Walter, a media trainer and mother had a car she said she was more tense. Apperently this movement was called "" Smart Planning"".

Limiting car usage would be a great benefit to people and a great idea to improve Earth. Pollution like mentioned before is one of the biggest problems we have and in big cities is an evern bigger problem. Traffic jams is something that will be hard to stop because everyone is using cars and will continue to use cars because it seems like thats the fastest way to get to your location but thats not accurate because if people think that way then thats the cause of traffic jams and thats the cause of the Rush hour. The movement in Vauban, Germany is something that people should do. Im not saying sell your car but to reduce the car usage is something that would be very helpful not only to you, but for the environment.",0
6049a24f,1,"Presidential election is held every after four years on the first Monday of the month November. We decide who's going to be our next leader, the President. Electoral College is kind of unfair for some people because they think that whoever got the most popular vote should be President. But to think, what if the people we vote to is not right to be the next President and shehe got that most popular vote? Wouldn't that be a disaster? I say we should keep the Electoral College.

Electoral College process in consists of the electors that have been selected by the people. The ones who got selected are the ones with great intelligence and with great sense of leadership. In the first passage it mentioned that ""The Electoral College has a total of 538 electoras and the majority of electoral votes are required to have 270 electoral votes."" This means that for you to be one of the candidates you atleast have to have 270 electoral votes and this is a good way of picking our candidates to run for us for President.

Remember the election between Obama and rodney? It was close but, not that close. Our President, Obama got 61.7 percent of the electoral vote compared to 51.3 percent of the popular votes for him and Romeny. Almost of every states electoral votes is on a ""winnertakeall"" basis. For every slight of plurality in each of the states, it creates a ""landslide electoralvote"". This means that a tie would be possible because the number 538 votes is uneven but, it's mostly not to happen and this is because of Electoral College.

Electoral College avoids the problem of which didn't receive a majority of the votes. In passage three it gave an example about how Nixon in 1968 and Clinton in 1992 both had 43 percent only in pluraity of the popular votes and the winning number of the Electoral College is 301 and 370 electoral votes. Because of Electoral College the pressure that happens in electing the next President to lead us for four years is reduced and it also tells us which is the winner of the election.

If we elect our President using popular votes it migh be a disaster. Because not all of the candidates are that great of leading the whole country and If heshe got selected to be our next leader for the next four years our country would be in a huge chaos. I slightly agree with electing that person and making himher the next President because they got the most popular votes but, then again I don't think it's the right way of picking our new leader.",0
cecf6e5e,1,"I dont think that the electoral college should decide the president of the united states, i think that the overall vote of the americans should determine the president of the unites states. I have certain reasons, and a good explanation of why the popular vote matters way more than the electoral vote first is why would they even have a popular vote if there not gonna go by it? Also the popular vote has mostly everyone in the united states voting on it, the electoral vote has only a couple people, they are way outnumbered. And lastly its not fair at all to the american people.

Firstly, why would you want the whole united states of america to vote on something if what they vote, and what they say isnt being heard. Whats the point of it? in my opinion what the people say how the president should be determined. If they want it any other way why would they not have changed it by now? no one really likes having to take time out of there day to go vote, if there votes arnt even going to be seen, or heard by people? whats the point of making them do that?

Secondly, the united states has billions of people in it, and the electoral college only has a few people in it. You think thats very fair to anybody ??? everyone votes, results are in, you think you have a winner, then all of a sudden theres no winner, you know why? because of the electoral college!!! these extra people make the final decision and thats not right. If thats the case of it to me it seems like they have the answers, and no one can decide but them, so why even have a vote? its really pointless the author states that most states like the idea that the overall vote wins, theres only a couple that dont like this idea. So by rule they should just make it the popular vote wins the election, and thats who tthe president becomes. Why they havnt done it? I have no idea!

And my final reason of why popular votes should just determine who wins is because they go out and vote and they feel like it doesnt matter. Because the electoral college decides then the united states gets really mad when they vote and the popular vote doesnt win! Of course they get mad, who wouldnt? there votes mean nothing at all. And they need to change this electoral college policy, more people want it gone thaen the people that dont. And thats mostly why america is usually never satisfied with the president of the unites states. Because of the fact that the united states didnt put them and the votes first, they put the electoral college ahead and thats not how it needs to be!!! They should make a vote for the united states saying that who wants to keep the electoral college and who doesnt! i bet that they will say that they want it gone. Because its already been voted out before so why will they keep something that no one is satisfied, or pleased with? Hopefully they will see this soon enough!!!

In conclusion, this electoral college stuff just needs to go, and the people need to be happy with there vote that they want, and they should be! they have been living in the state there whole life, if not most of it. And they want to make sure that someone they like, and know and trust will be there leader and wont let them down, and will change the problems that are in america. So go ahead and keep the electoral college even if barely any one likes it. Cause that doesnt make any sesnse!!!! the people need to vote on there counties leader not a few people for each state, and or place. its not right, and no one really likes it.",0
669e6f61,0,"How could we get the reduction of Greenhouse Gas? We can simply do this by reducing the number of cars on the road. In the city of Vauban, Germany, they gave up cars completely. If you still own a car in this city you have to buy a large garage that runs to about 40,000. This expense doesn't include your house. Up to 70% of the cities population of 5,500 have given up their motor vehicle. The passenger cars in the city are responsible for 12% of the Greenhouse gas. I believe that if we, in the state of Florida, give up our cars that we can literally save the world.

First, Today in the sunshine state, we love to sit in our air conditioned motor vehicles. We love to take a joy ride by the beach, but do you know the real damage you're doing to our world? In the United States alone we produce about 50% of the greenhouse gas. With how many citizens we have, what would that number be if we cut out all motor vehicles? We would be saving the Earth. How does that make you feel? Like a hero? That's what you would be.

Secondly, We all own houses that cost so much! To be able to park your car you could have to buy a large enough garage, that would be at the end of your country that could cost up to 40,000. Why pay this outrageous amount to be the only one driving around your carfree city? If we do take this commitment on reducing our driving, how would you get to work? This is a common question asked. We would be forced to put work establishments within walking distances.

Lastly, we as americans are one of the most obese countries. We sit in cars and drive around daily. Our government has actually made it even more easy to access fast food, they put in drive threws. Some thought that this awesome, new, cool invention could help us save time, but in reality it just make it more simple to get these bad habits. If we really want to eat these bad foods, we would have to walk there. Thus we would be getting more exercise. Getting rid of cars would be the best thing that has happened to us in a long time.

In conclusion, We need to take a stand and stop all motor vehicles. With these powered automobiles we are damaging the earth with Greenhouse gas, Saving money, and giving us what we need. I believe that this change needs to be made soon, or who knows where we could end up. Lets get all states to get rid of all motor vehicles.",0
3066fd3d,0,"Since Henry Ford made the first Model T, people have been obsessed with the idea of transportation. This idea has evolved into many things between then and now. We now have entire sports dedicated to cars and motorcycles, cars powered by alternate energy sources, and many other novel concepts that have taken the world by storm. However, there are many potential advantages of limiting your use of our precious automobiles.

One of the first reasons that you should reduce your usage of cars is found all around us, in the environment. Some statistics of the current amount of damage we cause by using our cars like we do include that fact that passenger cars are responsible for twelve percent of greenhouse gas emissions in Europe and up to fifty percent in some areas of the United States. Imagine if we could reduce those numbers? David Goldberg, and official of Transportation for America a fastgrowing coalition of hundreds of groups in the United states, said ""How much you drive is as important as whether you drive a hybrid."" There are some places that are taking this concept to heart. One example of this is in Bogota, Columbia, where on certain days every year, a Day Without Cars in the capital city leaves only buses and taxis with permission to be on the roads. Despite the rain on the third time the event took place, the turnout was still great. There were even other cities, Cali and Valledupar, that took part in the fun. Municipal authorities from other countries came to Bogota to see the event and were enthusiastic about what they saw. The country of Colombia has made a conscious effort to reduce their carbon footprint since the mid1990s. Bogota has seen the construction of 118 miles of bicycle paths as well as parks and sports centers have also cropped up. This also in turn resulted in an improved economy as new restaurants and upscale shopping districts have cropped up. The current President of the United States, Barack Obama, has also recently unveiled ambitious goals to curb the US's greenhouse gas emmisions. Wouldn't it be great if we could all help the environment out by reducing our usage of cars?

How great would it be, if at the same time as leanding the earth a helping hand, you were able to improve your own happiness? In Vauban, Germany and several other places globally, this has already begun to take effect. The people of this city are part of the ""Smart Planning"" movement. This experimental community on the outskirts of Freiburg, near the French and Swiss borders, is taking reducing automobile usage to a whole new level. Seventy percent of Vauban's families simply do not own a car. Heidrun Walter, a media trainer and a mother of two living in Vauban, said ""When I had a car, I was always tense. I'm much happier this way,"" as she walked the verdant streetes where the swish of bicycles and the chatter of wandering people drown out an occasional distant motor. The ""Smart Planning"" movement isn't just restricted to this place though. It is merely an example of a growing trend in Europe, the United States, and elsewhere to separate suburban life from auto use. In Bogota, businessman Carlos Arturo Plaza said as he rode a twoseat bicycle with his wife, ""It's a good opportunity to take away stress and lower air pollution,"" on a Day Without Cars. Some may still say though, ""How if by giving up my car, will I be happier? I will have to find some other transportation mean and potentially have to wake up much earlier than I already to get everywhere. That seems more stressful to me."" However, due to the recession in the US, many people are having to do adapt this type of lifestyle out of necessity. Many can't afford new vechiles but still must get to work somehow. Even after the recession ends, many sociologists believe that many will not return their previous way of life.

Finally, there are already many plans in place to reduce automobile usage. At the Mobile World Congress in 2012 in Barcelona, Spain, Bill Ford, executive chairman of the Ford Motor Company, laid out a business plan that shows how impractical or undesireable it will be for many to own a vehicle. He also proposed partnering with the telecommunications industry to create ciries in which ""pedestrian, bicycle, private cars, commercial and public transportation traffic are woven into a connected network to save time, conserve resources, lower emissions, and improve safety."" The Environment Protection Agency as well as legislators are promoting the reduced use of personal vehicles by working to induct a new sixyear federal transportation bill, rather than previous ones that have devoted about eighty percent of the appropriations have gone to highway improvements and the remaining twenty percent to other transport.

To wrap everything up, there are many reasons that everyone should try to reduce automobile use. For one, it will help the environment, it will increase general happiness, and finally, that there are plans that are already in place to make it more feasable for people to adopt this new lifestyle. Whether we will see a drastic change or not, we will not know until we try. But that all starts, with you.",0
4afa3393,1,"Dear senator, I agree with keeping the Electoral College until it pulls off a mistake. The Electoral College has no real reason to be changed or modified. It's served its purpose with almost no flaws for years now. Let's take a look at why we should keep our Electoral College.

Our Electoral College is a system made to ensure fair voting for our president based off of how many Senators you have, and how many state representatives you have. This is a fair way of voting because of regardless of you population, everyone has the same amount of senators. This is to ensure a small state like delaware has the same voice to match a big state like Texas. According to Source 3, one of the main concerns for people who want to abolish the Electoral College is that the people are not actually voting for the president, they are voting for a slate of electors. But in source 3 it states, "" But each party selects a slate of electors trusted to vote for the party's nominee"". This state the although the vote doesn't go directly to the presidents vote, it is most common for the trusted slate of electors vote for the president.

Another concern for people who want to abolish the Electoral College as stated in Source 2 is,""Perhaps most worrying is the prospect of a tie in the electoral vote."" If the vote were to be tied then the election will be handed over to the House of Representatives, where state delegations vote on the president. Each state gets only one vote so another concern is that the state representatives will not be able to vote what everyone in the state wants because the number of people would be too much to keep up with. First, why would a state turn its back on the majority vote of who their state wants to be president? If a state should do this, their representative would not be representing their state, therefore they maybe punished of may hear about it from the public. Not only are the representatives not expected to miss vote what their state wants, but also what are the chances of theirbeing a tie. It has never happened before, and the closest its gotten is over 8,000 people having to agree on a single same person. This is an absurd number for people to abide to the same person from different states. Its hard to find people in the same room to agree, let alone 8 thousand people! It just seems to extraordinary for their to be a tie in the electoral college.

Although there are many pro's, there are also just a few con's. A large con that should be avoided is what source 2 calls,""the disaster factor."" The legislature is responsible for picking the electors and they have all therights to defy what the people want. A clear example of this would be as stated in source 2,""Back in 1960, segregationists in the Louisiana legislaturenearly succeeded in replacing the Democratic electors with new electors who would oppose John F. Kennedy"". Should the legislature had been able to pull that off, it could have changed the vote and stopped Kennedy from being president. But seeing as segregation isn't as big of an issue in the U.S, this isn't as prone to happen.

As you can see Mr. Senator, there are many reasons why we should keep the Electoral College until it makes a mistake. The protocon ratio is largely in correspondence to keeping the Electoral College. As long as it continues to do its job, and no one abuses it, I'm in favor of it.

Sincerly, Jose Cruz.",0
78d38b70,1,"Dear Senator, Every four years, citizens of the United States ages eighteen and up, gather at local voting locations to elect the President, our government leader. From Washington to Obama we have always elected our leaders as such. The Constitution has given us our way to vote the Electoral College. This process, of course, consists of our 538 electors, the place where they meet to vote, and the counting of said votes. But how effective is this process? Honestly, I believe the Electoral College should be diminished.

Statistics show that direct voting is preferred by the majority of the citizens in the U.S.. According to a poll taken in 2000, 60% of voters would rather direct voting over the current system. With the current "" winnertakeall "" concept in most all states except Maine and Nebraska, many people find that even if 45% of all the votes in the state are for one party, all of the votes go to the opposition. Citizens may as well not even vote under this standard if they wont even be represented.

Although not one vote will decide an election if we had direct voting, many single votes can. Take the 1.4 out of 3 million people in California who voted one way and got all their votes thrown the other because of the other 1.6 million people. With that 1.4 million, mixed with tons of thousands of voters, one party may actually win the election rather then the candidate who would have won with the Electoral College process. For example, in 2000, George W. Bush won the election and most of the Electoral College votes. However , Al Gore got the most individual votes. How can that be fair at all?

When ""we the people"" vote for the president, we are not actually doing what we have come to believe. In reality, we are actually voting for representatives called Electors to vote for the candidate. These electors cast their vote depending on the votes that we you and I, cast. These electors that we choose are generally very trustworthy and reliable, being the reasons we choose these government officials to elect our government leaders. Sadly, however, not everybody is who they say they are, as we all have flaws and sins occasionally one of these electors will be unfaithful and vote for the candidate they deem fit, instead of who we have chosen ourselves. Although this is rare, the possibilities would be negated completely if we simply had direct, individual voting.

To wrap up, I vote that we abolish the Electoral College and allow the citizens of the United States to vote for ourselves. It would make the majorty of the U.S. happier, it will make us better represented, and we will be directly electing our own government officials. I believe that we should amend the old ways and evolve and adapt to newer, better ways, as we always have in the past.",0
8c964bb2,0,"Many countries world wide have gone ""carfree"" due to either smog or other areas has simply banned them. Not only is banning cars good for the environment it is also good for the well being of the human race. In the following passages ""In German Suburb, Life Goes On Without Cars"", ""Paris bans driving due to smog"", ""Carfree day is a big hit in Bogota"", and ""The End of Car Culture"" mention the finner points about why being ""carfree"" is beneficial.

By far, Europe is once again ahead of the United States due to the fact that many countries dont use cars, but they travel to their next destination by train, tram, bus, and walikng. Unlike America, almost every one is using a car to get to their next place, and barely use a bus. According to the passage "" The End of Car Culture"" our own president of the United States is making goals to help improve the ""greenhouse gas emissions"" but just like the title suggest the end of cars are near. "" The United States, with its broad expanses and suburban ideals, had long been one of the world's prime car cultures"" researchers are noticing a decline in the buying and selling of cars nation wide. ""Demographic shifts in the driving population suggest that the trend may accelerate.""It has already accelerated in Europes biggest capitals the world has come to know and love.

Paris. The ""city of love"" or the city of smog, has banned driving due to record high reports of smog. ""After days of nearrecord pollution, Paris enforced a partial driving ban to clear the air of the global city"" according to the passage "" Paris bans driving due to smog"" smog in the ""city of love"" is not quite romantic as a city without smog. Paris alone ""... had 147 micrograms of particulate matter PM per cubic meter..."". Banning cars and fining people is one way to help clear the air of pollution, so their is more room for love, laughter, and happiness. ""Paris typically has more smog than other European capitals."" well maybe the smog and love can share the air. Lets travel all the way back to the Americas to see how the smog is doing there in the countyr of Colombia.

Bogota, Colombia located in South America has had its own little smog problems just like Paris. ""The goal is to promote alternative transportation and reduce smog."" a whole day of either biking, hiking, skating, walking,or taking a taxi andor bus, to get to work or school. In the Passage ""Carfree day is spinning into a big hit in Bogota"" explains to us why we should stop using cars but rather rely on our body than a 3,000 pound peice of machinerery. "" The days without cars is part of an imporvement campaign that began in Bogota in the mid1990s."". For almost 25 years Bogota, Colombia once a year celebrates a day to help reduce smog, and produce a happy, healthy, and smog free life style. ""'The rain hasnt stopped people from participating,'"" remarks Bogota Mayor Antanas Mockus. there may have been a few gray clouds, but that doesnt keep people form not supporting their own environment. Good Job to Bogota, and see what tricks Germany has up their sleeve.

Picture this: an upscale suburban community in Vauban, Germany where soccer moms are taking there children to soccer practice, and big CEO executives are going to work. They're getting to their next destination not by car, because in this town of 5,500 people, nobody has a car because they have give up the life of ""Car Culture"". The passage ""In German Suburb, Life Goes On Without Cars"", well truely they do. Who needs cars when you go to work by bike, train, skateboard, roller skates, or the traditional walking. ""Vauban, completed in 2006, is an example of a growing trend in Europe, the United States and elsewhere to seperate suburban life from auto use, as a component of a movement called 'smart planning.'"" What amkes this ""smart planning"" truely genius, is that everbody is totally cool with it. For ""the past two decades to make cities denser, and better for walking, planners are now taking the concept to the suburbs..."". Vauban may be just an experimental suburb, but the people who live in it seem to enjoy the life without the hastle of smog producing vehicles. ""When I had a car i was always tense. I'm much happier this way."" states Heidrum walter, a resident of the green suburban town Vaubran.

Many countries world wide have gone ""carfree"" due to either smog or maybe even banned them entirely. Countries all over the wolrd are seeing a difference in their community every day when they don't drive a car. not only is going ""carfree"" great for the reduction of smog, but you can live a happier, healthier, and stressfree life style like most people have noitced from Bogota, Colombia to the small suburban town Vauban, Geramny. Next time when you leave your house for work, just think how stressfree you'll be if you biked, walked, or take the train.",0
f2e7f48f,1,"Dear Mr. Senator, To keep the Electoral College or to change the election by popular vote is the question many people are facing today. There are many different reason why we should keep, and same for as why we should change it. I believe we should change the election from the Electoral College to popular vote because, with the Electoral College people are voting for a slate of electors not an actual presidential candidate, it is unfair for our American people, and most people prefer the popular vote.

By voting for a presidential candidate you are actually voting for a slate of electors who vote for the presidential candidate. This means that our votes don't really count for much. It also means that even though we voted for someone the slate could have voted for someone completely different. Also we the people have no idea who the electors are. Who even picks them? The electors that are chosen depends on the state, sometimes it's the state conventions, sometimes the states party's central committee, and sometimes it can be the presidential candidate himself. Some voters didnt even see campaign ads, so how did they chose their presidential caudate? They didn't, the Electoral College did.

America is suppose to be a free state, that is fair, but are we really? The Electoral College is one thing I can point out as unfair. Most states have a ""winnertakeall"" system, that awards all electors to the winning presidential candidate, but what if the people didn't want that candidate? Why should he get our way of speaking to the government? How are we even sure that he didn't elect himself? Also candidates don't spend time in the states they know they will have a chance of winning because of biasim. They mainly focus on the tight races in the ""swing"" states.

In reality we all want our way, or our voice and or actions to make an impact, with the Electoral College that's not happening, which is making the people of our country unhapy with the government, which means we all can't get along. Most people prefer elections to be based on popular vote so they know they get what they want, so they know they're actually making an impact.

With this being said, I believe I have made my impact on your thoughts of the question, "" to keep the Electoral College, or change election to popular vote?"". The Electoral College has both it's upsides and it's downside, but I believe it has more flaws than perfections. Yes, it has been around for many decades and is apart of our histroy, maybe it worked then, but it's not working now. And we need to make a change before things get worse.",0
